Resolution,Site,Year_Month,Total_surface_dic_masked,MeanU10m
0.1,16,2006_08,177586694051.27155,10.2203790157699
0.1,17,2006_08,68638205810.063545,5.691246826540485
0.1,5,2006_09,60706580503.90911,7.748160377935984
0.1,16,2006_09,179346063388.9999,10.400929679345476
0.1,17,2006_09,62459344418.18968,6.673486814876995
0.1,5,2006_10,70864837270.298,8.200348692471792
0.1,16,2006_10,173670744758.1648,10.498830528484858
0.1,17,2006_10,72729448645.39221,8.047405951835776
0.1,5,2006_11,92999885061.4266,9.783608974396625
0.1,16,2006_11,153490824101.94043,8.921864211503717
0.1,17,2006_11,86458281800.13368,8.455519183957392
0.1,5,2006_12,110407643805.694,10.28051835215679
0.1,16,2006_12,121994271827.00386,8.59336116528583
0.1,17,2006_12,109966078292.53758,10.590070750383454
0.1,5,2007_01,121448854412.67206,10.32399192462928
0.1,16,2007_01,89477202047.46365,8.560680607941775
0.1,17,2007_01,143140521231.26645,10.060066018629499
0.1,5,2007_02,124051684926.03018,9.812440156164358
0.1,16,2007_02,71534879775.3588,7.321547575346428
0.1,17,2007_02,179092031329.67758,9.845542479204715
0.1,5,2007_03,120700155543.62924,9.872787819244483
0.1,16,2007_03,61470357290.75744,9.222825416944373
0.1,17,2007_03,180072467700.22476,9.132328470462483
0.1,5,2007_04,111669377808.12915,8.394729495252548
0.1,16,2007_04,62755775450.57469,8.232474313310595
0.1,17,2007_04,166741628648.1918,9.549045753099232
0.1,5,2007_05,95720079924.41638,7.083487112130425
0.1,16,2007_05,68724805148.05931,10.596644459683537
0.1,17,2007_05,134166922902.54596,7.074506238197724
0.1,5,2007_06,73230842532.56104,5.92798669167937
0.1,16,2007_06,82285864155.62755,9.012905508479824
0.1,17,2007_06,101204964736.28117,6.479800047547661
0.1,5,2007_07,52976282940.09274,5.814173604753986
0.1,16,2007_07,96599207126.76576,8.77624384994922
0.1,17,2007_07,70831567257.17519,6.300180502991152
0.1,5,2007_08,42341991190.76854,6.293475583557609
0.1,16,2007_08,108850404739.72043,10.13210844720441
0.1,17,2007_08,50702118233.36905,5.765160844931612
0.1,5,2007_09,41181197810.08261,7.617476014022342
0.1,16,2007_09,110573346619.79543,10.10846140684694
0.1,17,2007_09,43585417130.37331,6.296859228097588
0.1,5,2007_10,45256623482.06415,9.300761450319326
0.1,16,2007_10,108866298884.58893,10.147709392252237
0.1,17,2007_10,45721695876.80106,7.328211081091567
0.1,5,2007_11,51619136450.533356,9.357403313449787
0.1,16,2007_11,92395917031.25879,7.991774967039156
0.1,17,2007_11,58579306265.548744,8.733549800036874
0.1,5,2007_12,62512872572.26106,10.013030378087933
0.1,16,2007_12,71273268404.94356,8.521462783224134
0.1,17,2007_12,76795830596.99104,9.16568452955734
0.25,5,2004_1,0.0,0.0
0.25,16,2004_1,6139272612426.705,8.720483945528258
0.25,17,2004_1,0.0,0.0
0.25,5,2004_2,0.0,0.0
0.25,16,2004_2,8322165446667.304,8.111271892517678
0.25,17,2004_2,0.0,0.0
0.25,5,2004_3,0.0,0.0
0.25,16,2004_3,5174589606733.135,7.885737522194614
0.25,17,2004_3,0.0,0.0
0.25,5,2004_4,0.0,0.0
0.25,16,2004_4,3658989613371.796,7.737011476555976
0.25,17,2004_4,0.0,0.0
0.25,5,2004_5,0.0,0.0
0.25,16,2004_5,2662220925593.108,9.97937937721134
0.25,17,2004_5,0.0,0.0
0.25,5,2004_6,74611497.57237962,7.364089651379308
0.25,16,2004_6,1718957501991.1255,10.441184322317943
0.25,17,2004_6,63673541.21019644,6.093258950955505
0.25,5,2004_7,12504524424585.826,7.192451592814779
0.25,16,2004_7,972797278069.3828,9.41153737707019
0.25,17,2004_7,13145359866843.814,6.063506218715975
0.25,5,2004_8,11506542575112.555,7.494794523882702
0.25,16,2004_8,655435238415.1426,9.079870779542311
0.25,17,2004_8,14703762190562.076,6.515702305475648
0.25,5,2004_9,6730218931543.699,9.803002215884119
0.25,16,2004_9,529197685124.7672,8.268189347857835
0.25,17,2004_9,8232340911583.89,6.19054035180681
0.25,5,2004_10,3111510797013.921,9.699442722721628
0.25,16,2004_10,437613621220.80554,8.59872632100128
0.25,17,2004_10,5742238564484.336,8.20774694841906
0.25,5,2004_11,1467651191256.898,10.604896385982043
0.25,16,2004_11,354423846743.9126,8.941806558450097
0.25,17,2004_11,3392144696097.5747,8.601096374012727
0.25,5,2004_12,598988806760.0073,12.392361342190755
0.25,16,2004_12,257742360840.2978,7.897099342527993
0.25,17,2004_12,1958553208732.4666,10.528850731331138
0.25,5,2005_1,262171334998.49304,11.25343246804379
0.25,16,2005_1,197711154583.29025,8.278113914800057
0.25,17,2005_1,1150327419132.2861,11.121021404830591
0.25,5,2005_2,200845003240.62845,9.869995848483601
0.25,16,2005_2,152228930327.56158,7.816632475186946
0.25,17,2005_2,720810479415.8068,10.587256560053717
0.25,5,2005_3,164067341901.99213,9.582279534357413
0.25,16,2005_3,137070867019.5565,7.829952251973574
0.25,17,2005_3,587734450484.3796,9.343525356432085
0.25,5,2005_4,144314201089.69986,9.391459888317618
0.25,16,2005_4,141451766739.22278,8.384884702918962
0.25,17,2005_4,516448251233.34467,8.580042475501982
0.25,5,2005_5,115206471504.71071,7.304225091216216
0.25,16,2005_5,176416411249.14453,9.487037487022672
0.25,17,2005_5,434768521520.8118,7.373700981408115
0.25,5,2005_6,83955154935.87096,7.280165721306563
0.25,16,2005_6,214764985224.8217,7.522118831779817
0.25,17,2005_6,320363877670.2791,7.346272511236639
0.25,5,2005_7,62665787959.25825,7.0879024049443045
0.25,16,2005_7,238506297874.79263,9.4554108524088
0.25,17,2005_7,217270036588.43637,6.131030164039111
0.25,5,2005_8,50818528013.156296,7.989929508406331
0.25,16,2005_8,271472664238.41434,10.62500197812119
0.25,17,2005_8,157643551928.77292,5.529681206892227
0.25,5,2005_9,53680428750.46796,9.08090311175846
0.25,16,2005_9,272225353755.39084,7.944660965573503
0.25,17,2005_9,138713113216.4232,5.593844227545311
0.25,5,2005_10,67596828103.90116,9.99424999674207
0.25,16,2005_10,249247356596.5415,8.190594697558545
0.25,17,2005_10,146437455695.836,7.077538789703657
0.25,5,2005_11,76402558320.9068,9.89129756290719
0.25,16,2005_11,190050781497.26886,8.157714420355829
0.25,17,2005_11,177510432796.51956,8.164783888936862
0.25,5,2005_12,83229198683.90627,10.13256469446658
0.25,16,2005_12,146252049026.3735,8.722588054612467
0.25,17,2005_12,259601247977.78503,11.181223142447683
0.25,5,2006_1,89298546160.1857,11.618744438244384
0.25,16,2006_1,115312306459.61443,8.230033403513895
0.25,17,2006_1,369097142313.4604,10.259281170756996
0.25,5,2006_2,88804263770.0887,9.498091708347086
0.25,16,2006_2,94560896380.52803,7.683089694923129
0.25,17,2006_2,409635010047.2161,9.198995841631355
0.25,5,2006_3,87084925092.39566,9.941410115390358
0.25,16,2006_3,87980536542.60722,7.776442718477757
0.25,17,2006_3,370321340321.43445,8.926739352627665
0.25,5,2006_4,83673127370.98264,9.295861405394888
0.25,16,2006_4,101184959409.0524,9.277365690143865
0.25,17,2006_4,323974818285.06744,8.151141314890403
0.25,5,2006_5,69184328599.07898,7.475104001328873
0.25,16,2006_5,123905639494.50098,8.731613663206854
0.25,17,2006_5,254350857259.7571,7.123211218872877
0.25,5,2006_6,52003465953.62965,7.447464552874163
0.25,16,2006_6,154876292689.70346,8.850056887241486
0.25,17,2006_6,199187373779.50745,6.027656040792937
0.25,5,2006_7,37552281609.95686,6.764452514230515
0.25,16,2006_7,189494672656.02982,8.950435684062823
0.25,17,2006_7,137604573483.42075,6.242552736974974
0.25,5,2006_8,27605699187.80706,6.523300841995026
0.25,16,2006_8,204228929578.362,8.894080924477802
0.25,17,2006_8,100218414737.28851,5.686620522719518
0.25,5,2006_9,24814081999.03334,8.12384375500914
0.25,16,2006_9,198776024489.23593,9.068343518305728
0.25,17,2006_9,96069002542.64827,6.427671501839439
0.25,5,2006_10,27720957836.552116,9.271583593715569
0.25,16,2006_10,180462481200.38077,9.798413962707592
0.25,17,2006_10,107477637836.66391,7.592249683504436
0.25,5,2006_11,41052066671.56655,11.122943901745437
0.25,16,2006_11,156336093142.79843,8.595759118615673
0.25,17,2006_11,126127117972.65561,8.148241633071876
0.25,5,2006_12,53794398270.99696,11.20491366586366
0.25,16,2006_12,121638329748.99066,8.202129006191575
0.25,17,2006_12,152847800690.48462,9.827559356614708
0.25,5,2007_1,60392939673.062096,10.735612627461817
0.25,16,2007_1,89446470302.07114,7.507182027907026
0.25,17,2007_1,197040495531.18515,9.624108883919277
0.25,5,2007_2,63049366133.175,10.846840108528838
0.25,16,2007_2,69925948910.7419,6.229132076128179
0.25,17,2007_2,243678733195.2125,9.808500115563108
0.25,5,2007_3,63419642695.44574,11.17655591061604
0.25,16,2007_3,59983038841.07076,8.406633876776544
0.25,17,2007_3,253717249265.7627,8.908374497794252
0.25,5,2007_4,58094972604.2364,9.106224129148996
0.25,16,2007_4,62477754899.68039,7.300040829061293
0.25,17,2007_4,230675841529.6599,8.994046496424785
0.25,5,2007_5,49432280482.67345,7.956082237903185
0.25,16,2007_5,69394899181.9752,8.730244626440864
0.25,17,2007_5,184461139934.00443,6.955822280834522
0.25,5,2007_6,36041614108.165245,6.44234564502684
0.25,16,2007_6,87966410098.47575,8.831266930904587
0.25,17,2007_6,139272091741.1703,6.304211665833424
0.25,5,2007_7,24606542343.725105,6.223484952975482
0.25,16,2007_7,109971515647.67046,8.20529904401761
0.25,17,2007_7,96283695829.50491,6.13917895484134
0.25,5,2007_8,20946926906.207092,7.157996554331966
0.25,16,2007_8,124346451933.70345,9.108492944279758
0.25,17,2007_8,72304265575.78015,5.637176630500277
0.25,5,2007_9,22123857026.620552,9.119740725809658
0.25,16,2007_9,124163605905.21046,8.620916302824687
0.25,17,2007_9,67351133429.055,6.124509237173552
0.25,5,2007_10,24457177214.5502,10.302621752025242
0.25,16,2007_10,118528840732.70029,9.762092384216427
0.25,17,2007_10,70044215166.53963,6.940980984926778
0.25,5,2007_11,28825749855.527336,10.138074670399423
0.25,16,2007_11,95650523036.37508,6.954832255845286
0.25,17,2007_11,88543024080.43634,8.22305395044678
0.25,5,2007_12,36742356902.581696,11.144478100526918
0.25,16,2007_12,71020048182.29999,7.674318032791871
0.25,17,2007_12,114221695794.83224,8.629316072931958
1,5,2004_01,0.0,0.0
1,16,2004_01,5840721319060.301,8.368227716787398
1,17,2004_01,0.0,0.0
1,5,2004_02,0.0,0.0
1,16,2004_02,8023119155153.998,7.73171274083928
1,17,2004_02,0.0,0.0
1,5,2004_03,0.0,0.0
1,16,2004_03,4980270139508.072,7.421957380931618
1,17,2004_03,0.0,0.0
1,5,2004_04,0.0,0.0
1,16,2004_04,3592345141935.569,7.480244639521964
1,17,2004_04,0.0,0.0
1,5,2004_05,0.0,0.0
1,16,2004_05,2492550905765.6924,9.621234395856874
1,17,2004_05,0.0,0.0
1,5,2004_06,956998807.6290597,7.3021746368576155
1,16,2004_06,1550184483437.469,10.41771258357529
1,17,2004_06,758906135.3040872,6.168859803739155
1,5,2004_07,12176508620539.396,7.3386230949776525
1,16,2004_07,803540769217.0703,9.285008704636146
1,17,2004_07,13363243848327.781,6.023445261141949
1,5,2004_08,11055831869959.73,7.618952161309757
1,16,2004_08,509233145142.05286,8.78458966275571
1,17,2004_08,17225814647694.412,6.463906768889259
1,5,2004_09,6294826364933.193,10.001088439593724
1,16,2004_09,421448716514.2074,7.886430274426154
1,17,2004_09,8851612842928.793,6.299091726902312
1,5,2004_10,2935304839865.2393,9.680414366317073
1,16,2004_10,343835257110.362,8.335782385177097
1,17,2004_10,6008864020987.8,8.143596790763183
1,5,2004_11,1465444574828.1475,10.722861529662492
1,16,2004_11,278231821416.7202,8.499268006565016
1,17,2004_11,3083012533171.1885,8.914286246553006
1,5,2004_12,523504124206.74567,12.881434473450096
1,16,2004_12,203441920548.96332,7.9656897317616675
1,17,2004_12,1452599762082.1318,10.983032580016815
1,5,2005_01,179736347571.3132,11.904007558370354
1,16,2005_01,157952373121.8418,7.941208171376261
1,17,2005_01,818510162782.3154,11.495705003282332
1,5,2005_02,147833694925.1166,9.762265689336045
1,16,2005_02,135990961649.62924,7.549548683177859
1,17,2005_02,506823907587.6146,10.87363458889937
1,5,2005_03,129833738053.08348,9.199095322798218
1,16,2005_03,126918100423.42575,7.6741301808002955
1,17,2005_03,426504382695.2309,9.425561399816692
1,5,2005_04,120171304055.14941,9.311557542298827
1,16,2005_04,132534246445.45276,8.004797590640484
1,17,2005_04,393401708480.36395,9.209478430674073
1,5,2005_05,99941314089.11766,7.874081052241215
1,16,2005_05,154894180882.22043,8.915915961307281
1,17,2005_05,350755874432.569,7.4206599843582755
1,5,2005_06,73764969932.1848,7.184764269920059
1,16,2005_06,180827209442.59018,6.9581174726577055
1,17,2005_06,258397880636.68436,7.5251635907214585
1,5,2005_07,56503783835.75053,6.892847307093553
1,16,2005_07,197850332698.78207,9.108169861902791
1,17,2005_07,166719820294.4172,6.256826296853766
1,5,2005_08,46032770408.509674,7.8072596004524035
1,16,2005_08,224161642041.19662,10.496432300489358
1,17,2005_08,119785415277.38512,5.589891984343405
1,5,2005_09,48265174924.681885,9.194597751154463
1,16,2005_09,223148197330.31668,7.597075129960934
1,17,2005_09,110920104862.91139,5.452991988051986
1,5,2005_10,54453159368.76535,10.084976495541525
1,16,2005_10,192583419066.57117,8.380732698382971
1,17,2005_10,122958047922.81828,7.153916268351272
1,5,2005_11,67047332723.94016,10.018635046885644
1,16,2005_11,146139595389.57318,8.442404216314252
1,17,2005_11,150642947422.3207,8.553499917048631
1,5,2005_12,80085731194.21577,9.821789425710536
1,16,2005_12,109031304618.34793,8.851221036059624
1,17,2005_12,216116734289.4178,11.60320540664605
1,5,2006_01,92194516802.12265,11.685789845136334
1,16,2006_01,83635628487.34167,7.926027556759703
1,17,2006_01,284636132742.8325,10.336944816484186
1,5,2006_02,95652368755.72244,9.252382914760583
1,16,2006_02,69019154925.89331,7.287771112739992
1,17,2006_02,310809529172.1778,9.91073841566495
1,5,2006_03,98253326637.58902,9.83862562418074
1,16,2006_03,63295717676.50833,7.251487144574328
1,17,2006_03,273896828396.31558,8.811922424236828
1,5,2006_04,97155803915.91939,9.328550013446312
1,16,2006_04,77262759358.1393,9.441320476216713
1,17,2006_04,220546433360.7169,7.938021985041474
1,5,2006_05,83280498565.77016,7.858961930215157
1,16,2006_05,94375306078.1817,8.554008459738505
1,17,2006_05,167249159779.96445,7.18224753796008
1,5,2006_06,63500758632.80608,7.265482508417145
1,16,2006_06,116750028603.50125,8.267500322254431
1,17,2006_06,131917519895.56575,5.927961487635457
1,5,2006_07,46912901466.129,6.527604739053746
1,16,2006_07,145272788924.74078,8.927819491329249
1,17,2006_07,85750513579.92322,6.188973568449529
1,5,2006_08,36209036366.1169,6.41234234926217
1,16,2006_08,160845151108.90118,8.276994855894236
1,17,2006_08,62811171038.95924,5.650035917141148
1,5,2006_09,33100544635.782715,7.80261722489613
1,16,2006_09,156946143592.7066,8.6867860062062
1,17,2006_09,63711042384.19386,6.431415118630511
1,5,2006_10,36648184923.629326,9.49384042235783
1,16,2006_10,139502044045.4633,9.279910702519198
1,17,2006_10,76939814630.73212,7.536599520346131
1,5,2006_11,55103347523.284836,11.453794208420895
1,16,2006_11,116249853459.27545,8.212774710971694
1,17,2006_11,92955046810.50412,8.352320512041215
1,5,2006_12,72143193976.54372,11.303573144138891
1,16,2006_12,90317487736.60759,8.119413226017429
1,17,2006_12,111115893118.56285,10.37167252841055
1,5,2007_01,78926231971.23251,10.818773148512072
1,16,2007_01,68765612131.26706,7.7157085111065244
1,17,2007_01,139882569430.96213,9.951608002261242
1,5,2007_02,81700378620.0052,10.375264513840488
1,16,2007_02,54630245673.16098,6.620134183530901
1,17,2007_02,179664708570.34244,10.08306945429936
1,5,2007_03,82557665946.62735,11.00328675866428
1,16,2007_03,48361010571.58669,8.012475625182235
1,17,2007_03,184979708066.1592,8.89847738027758
1,5,2007_04,75365912972.853,9.081886283194173
1,16,2007_04,50934343369.06191,7.066650307896515
1,17,2007_04,168148611842.46088,9.076490061143458
1,5,2007_05,63152648775.49116,7.654841862903569
1,16,2007_05,57315998020.80008,8.686700487466478
1,17,2007_05,132539879484.53674,7.220855277122857
1,5,2007_06,46612236510.5816,6.294971922463509
1,16,2007_06,70352315068.64696,8.758885868962693
1,17,2007_06,97209359162.30077,6.438618045974893
1,5,2007_07,34031588717.432735,6.189777523603706
1,16,2007_07,90130349946.26903,8.273710605117458
1,17,2007_07,62264989251.65119,6.042840737133011
1,5,2007_08,29301665128.69648,7.168910501667334
1,16,2007_08,106235721264.12627,9.04577869942409
1,17,2007_08,44681718813.184586,5.3961402151301066
1,5,2007_09,30892978437.899178,9.136107726878615
1,16,2007_09,107164202899.08861,8.7019380023422
1,17,2007_09,43735787535.598076,5.860414605346447
1,5,2007_10,33510688545.069355,10.223153685767498
1,16,2007_10,99271652807.33127,9.410021328559136
1,17,2007_10,47733700266.63551,6.7595430953296844
1,5,2007_11,40919619335.841446,9.949852693968797
1,16,2007_11,78395500840.9833,6.72606340338289
1,17,2007_11,61881709499.60637,8.353529704348558
1,5,2007_12,51296197094.6474,11.002153116467328
1,16,2007_12,58884902633.357925,7.692165619348987
1,17,2007_12,78417470577.68083,8.70069717638004
0.1,6,2004_01,13669544012078.963,6.334330185834861
0.1,8,2004_01,0.0,0.0
0.1,18,2004_01,0.0,0.0
0.1,6,2004_02,16996631320853.797,7.469662133100575
0.1,8,2004_02,0.0,0.0
0.1,18,2004_02,0.0,0.0
0.1,6,2004_03,9103138681186.652,8.135222489426004
0.1,8,2004_03,0.0,0.0
0.1,18,2004_03,0.0,0.0
0.1,6,2004_04,6612542764716.632,6.343153178562832
0.1,8,2004_04,0.0,0.0
0.1,18,2004_04,0.0,0.0
0.1,6,2004_05,4695182795685.476,6.567025862517829
0.1,8,2004_05,0.0,0.0
0.1,18,2004_05,0.0,0.0
0.1,6,2004_06,3277587331316.8135,8.512367366467778
0.1,8,2004_06,7590504.198050611,7.148700291772014
0.1,18,2004_06,7559208.458845349,6.435650616315937
0.1,6,2004_07,2417736017605.8896,8.376589102208097
0.1,8,2004_07,10224682870908.715,5.393712608104462
0.1,18,2004_07,14878994138970.07,7.075673544724728
0.1,6,2004_08,1783650255387.9612,7.82625448956367
0.1,8,2004_08,11370706109483.379,7.5040209007566165
0.1,18,2004_08,21549529518282.117,5.979318566623594
0.1,6,2004_09,1399393880864.9856,7.80977063043831
0.1,8,2004_09,7801603827191.185,4.3887450731446735
0.1,18,2004_09,13516195800505.97,5.703653134437088
0.1,6,2004_10,1201637361760.429,7.014571867775392
0.1,8,2004_10,6714216783082.54,6.420401228009028
0.1,18,2004_10,9375239072249.328,6.359381682490362
0.1,6,2004_11,1070554136540.94,7.191473347910191
0.1,8,2004_11,6377573932677.921,7.35856939854688
0.1,18,2004_11,5564837971193.398,5.87872422666765
0.1,6,2004_12,893447823342.8208,5.39780578722182
0.1,8,2004_12,5050434401273.934,7.615520914954046
0.1,18,2004_12,3516556911650.6704,7.987751985462916
0.1,6,2005_01,645052299249.3511,6.465735921218644
0.1,8,2005_01,4210837013289.077,6.751805556769756
0.1,18,2005_01,1868781899058.416,5.909125820740076
0.1,6,2005_02,512547259119.6815,6.97806778853042
0.1,8,2005_02,3710755128921.109,5.813584260541752
0.1,18,2005_02,1209517065895.1711,7.009602901394748
0.1,6,2005_03,509903436562.0237,8.06160457018075
0.1,8,2005_03,3385645458052.8896,6.108016341609381
0.1,18,2005_03,1012824984869.4037,6.141152888347281
0.1,6,2005_04,581149451306.1956,7.06044311689897
0.1,8,2005_04,3130951231914.0024,4.544994624553877
0.1,18,2005_04,895127313844.8937,6.94196923930233
0.1,6,2005_05,578992374735.923,7.976218229244806
0.1,8,2005_05,2875725386983.4126,4.175296369544367
0.1,18,2005_05,798325864903.0021,6.63296791140053
0.1,6,2005_06,557639290636.2568,8.349763282228851
0.1,8,2005_06,2549116748134.4214,5.290906746881524
0.1,18,2005_06,725122792745.6108,5.871371397374789
0.1,6,2005_07,529573589119.81323,8.247840140931437
0.1,8,2005_07,2346951960508.7017,5.807677428743375
0.1,18,2005_07,649565861743.1675,6.643423303983403
0.1,6,2005_08,494242287130.77106,8.572517273907533
0.1,8,2005_08,2091303883945.2366,5.946771421874249
0.1,18,2005_08,596045863342.9828,6.136073483047362
0.1,6,2005_09,459776528519.859,6.465647372994362
0.1,8,2005_09,1943869689950.0715,5.9460313573484305
0.1,18,2005_09,574083642744.3793,6.215150957249886
0.1,6,2005_10,431850244960.6379,7.3288756284417875
0.1,8,2005_10,1815348269510.3843,5.256269972350325
0.1,18,2005_10,571579071168.6458,5.022962319861427
0.1,6,2005_11,390147237412.1714,6.46849499713917
0.1,8,2005_11,1696837498436.1653,5.480285486145132
0.1,18,2005_11,582632968852.6006,6.712478244286766
0.1,6,2005_12,313811005410.0385,6.334533955574153
0.1,8,2005_12,1590731159578.3672,6.965613855264812
0.1,18,2005_12,592554884220.1145,6.819591861605005
0.1,6,2006_01,188086520391.81516,6.497529398834411
0.1,8,2006_01,1471377298451.8647,6.486122429726912
0.1,18,2006_01,574351054199.522,6.910402416467356
0.1,6,2006_02,155282721297.54437,7.369577212923986
0.1,8,2006_02,1355744462985.4048,6.495972996832509
0.1,18,2006_02,575353486291.3788,7.035505109175059
0.1,6,2006_03,145851717324.9718,8.256397929643487
0.1,8,2006_03,1282964788427.38,5.327291730107653
0.1,18,2006_03,535018182686.6295,7.014612064374475
0.1,6,2006_04,160933333204.64948,7.444553484847922
0.1,8,2006_04,1204997744970.2122,4.58339170862953
0.1,18,2006_04,476647345400.00256,6.531654707504031
0.1,6,2006_05,175074258152.43494,7.972447561248714
0.1,8,2006_05,1122847899496.3926,4.824268912054408
0.1,18,2006_05,438273712570.1535,6.418498074596177
0.1,6,2006_06,186365084100.0916,8.323770890065965
0.1,8,2006_06,1010330187678.7214,5.568376171011811
0.1,18,2006_06,390863283068.72327,6.097054708225462
0.1,6,2006_07,193207237293.72116,7.767437269696116
0.1,8,2006_07,901875203677.0559,6.866875538830585
0.1,18,2006_07,340091949222.0417,6.512043448176267
0.1,6,2006_08,193899441672.06107,7.496315731673918
0.1,8,2006_08,803595880222.1423,6.4072944989538225
0.1,18,2006_08,300570451607.60364,6.444760313526529
0.1,6,2006_09,194595277056.41537,8.815218618790473
0.1,8,2006_09,743536135342.1343,5.6525556339796665
0.1,18,2006_09,282213695055.5977,5.814377438860137
0.1,6,2006_10,183088808415.24963,7.090050856736007
0.1,8,2006_10,697266478998.7642,5.753219861231828
0.1,18,2006_10,273705785144.7586,5.7046183323537
0.1,6,2006_11,167614160273.06677,6.906141570915775
0.1,8,2006_11,672100660143.3192,5.648775828522286
0.1,18,2006_11,276902794099.1154,5.8465494107275635
0.1,6,2006_12,131782213809.413,6.691261355463483
0.1,8,2006_12,641637560437.3911,6.939156736878757
0.1,18,2006_12,300232063786.817,6.712051625565528
0.1,6,2007_01,95108061863.17206,7.478037474588397
0.1,8,2007_01,595392062035.6936,7.104722346994163
0.1,18,2007_01,318847702768.1296,6.491772306745061
0.1,6,2007_02,69218675938.2848,7.396985346974661
0.1,8,2007_02,561781652124.3441,5.9478932024917155
0.1,18,2007_02,316499939696.0979,6.9282841137008
0.1,6,2007_03,62150414515.67362,8.754074666301614
0.1,8,2007_03,531738654719.42035,5.5430382317503035
0.1,18,2007_03,307254864801.6543,7.526653361127517
0.1,6,2007_04,69193743001.69296,8.673882722385079
0.1,8,2007_04,506924827029.98956,5.032666246369178
0.1,18,2007_04,290921662840.2917,6.085190136937293
0.1,6,2007_05,78771813519.33842,7.6563251285148075
0.1,8,2007_05,462248097417.40045,5.0777170157012685
0.1,18,2007_05,255492608104.6393,6.878474631340126
0.1,6,2007_06,84921804225.37828,7.958341534391832
0.1,8,2007_06,413808442291.0447,5.23547913629001
0.1,18,2007_06,221846039272.6127,6.233321382073915
0.1,6,2007_07,95401281247.36067,8.920215679788505
0.1,8,2007_07,373065670148.0833,6.075049731294358
0.1,18,2007_07,191138356664.30734,6.969523538055727
0.1,6,2007_08,96663160570.66449,8.460967731143631
0.1,8,2007_08,335887458100.32587,6.695224979632671
0.1,18,2007_08,169837313324.91916,6.4531518763618365
0.1,6,2007_09,97589507408.1164,7.458878363157174
0.1,8,2007_09,306151390914.77795,6.04074264431009
0.1,18,2007_09,163410352235.9004,5.9914258565228495
0.1,6,2007_10,94745635209.50873,7.610578665414755
0.1,8,2007_10,287024583784.45355,6.019097241159184
0.1,18,2007_10,161414849490.97882,5.885921415063808
0.1,6,2007_11,85884748023.25447,7.216180380356241
0.1,8,2007_11,272041441650.78577,6.738807981108906
0.1,18,2007_11,176123366858.35367,6.440371129342015
0.1,6,2007_12,72419224548.27791,7.878244150352363
0.1,8,2007_12,261440556725.24255,6.844068094567004
0.1,18,2007_12,190387715003.43317,7.163791387097903
0.25,6,2004_1,13776977104161.842,6.317740352393223
0.25,8,2004_1,0.0,0.0
0.25,18,2004_1,0.0,0.0
0.25,6,2004_2,17129609074803.693,7.471280657231306
0.25,8,2004_2,0.0,0.0
0.25,18,2004_2,0.0,0.0
0.25,6,2004_3,8789069612421.215,8.239300201045523
0.25,8,2004_3,0.0,0.0
0.25,18,2004_3,0.0,0.0
0.25,6,2004_4,5754927145487.811,6.6282996430033005
0.25,8,2004_4,0.0,0.0
0.25,18,2004_4,0.0,0.0
0.25,6,2004_5,3847261070920.7104,6.926335722504665
0.25,8,2004_5,0.0,0.0
0.25,18,2004_5,0.0,0.0
0.25,6,2004_6,2444020950997.3687,8.525396039433813
0.25,8,2004_6,71133084.63393733,7.002759686291833
0.25,18,2004_6,62389590.20262348,6.2095519747884556
0.25,6,2004_7,1808418593847.5251,8.711001749772548
0.25,8,2004_7,9724805568484.906,5.344591945766253
0.25,18,2004_7,13796490802207.164,7.136907715129038
0.25,6,2004_8,1391914985849.7278,7.875574995775906
0.25,8,2004_8,10431397078431.605,7.549620820603815
0.25,18,2004_8,19315376217021.496,6.069794636258309
0.25,6,2004_9,1157228630220.6714,8.109947590061626
0.25,8,2004_9,7246723378205.605,4.349858111571704
0.25,18,2004_9,11501178706974.125,5.748902464696657
0.25,6,2004_10,994369528172.5667,7.236262818024264
0.25,8,2004_10,6873450765628.497,6.315196453469886
0.25,18,2004_10,7713896381822.602,6.420080210670713
0.25,6,2004_11,869417012777.7125,7.189582169800035
0.25,8,2004_11,6244235479687.154,7.615684946702851
0.25,18,2004_11,4925822724883.559,5.862660700317539
0.25,6,2004_12,766826432375.2532,5.452949297759701
0.25,8,2004_12,4949853218666.38,8.193226779196712
0.25,18,2004_12,3049411567040.792,8.034250576709523
0.25,6,2005_1,553663389505.9989,6.629171144506661
0.25,8,2005_1,3938946916235.367,6.957423553560686
0.25,18,2005_1,1407942400904.0808,5.699631442695256
0.25,6,2005_2,437537519626.0404,7.076867609342544
0.25,8,2005_2,3318847864208.8433,5.888034402212133
0.25,18,2005_2,811186929348.3602,6.588845231508561
0.25,6,2005_3,416449190402.38605,8.535497934348165
0.25,8,2005_3,2892042741663.049,6.410124804899339
0.25,18,2005_3,654751741045.9419,6.203530913751252
0.25,6,2005_4,482003292564.2472,7.520328332946113
0.25,8,2005_4,2514337293601.419,4.738751175677611
0.25,18,2005_4,576908388733.2673,6.821543741287925
0.25,6,2005_5,506488920201.1057,8.179609644911032
0.25,8,2005_5,2172999288449.2107,4.402142723435858
0.25,18,2005_5,540752218992.9141,6.8507830209677625
0.25,6,2005_6,481516125251.2146,8.419699030331133
0.25,8,2005_6,1994219066607.1147,5.747698619069669
0.25,18,2005_6,509097832801.11237,6.25837888371138
0.25,6,2005_7,444471053944.43713,8.430822340165768
